id_linha,pedido,data_hora_venda,data,sku,pecas_vendidas,valor_da_peca,preco_tabela_unit,desconto_pct,receita_bruta,receita_liquida,custo_unitario,cmv,valor_do_frete,frete_cobrado_cliente,impostos_sobre_venda,lucro,total,canal,tipo_cliente,cliente_id,uf,regiao,modalidade_frete,peso_total_kg
105,PV-480011,2026-05-02 12:44:49,2026-05-02,AC-8010-01,3,36.45,45.63,0.2011,136.89,109.35,16.25,48.75,2.82,0.0,12.9,44.88,109.35,Representante,Construtora,CON-00001,MG,Sudeste,CIF (empresa entrega),1.89
106,PV-480048,2026-05-02 13:23:19,2026-05-02,PM-9003,1,1497.5,1691.0,0.1144,1691.0,1497.5,890.0,890.0,78.46,95.81,188.01,436.84,1593.31,Balcao,Marmoraria / Instalador,MAR-00226,SC,Sul,CIF (empresa entrega),45.0
107,PV-480048,2026-05-02 13:23:19,2026-05-02,RD-2020-01,1,39.26,41.76,0.0599,41.76,39.26,17.46,17.46,0.91,1.11,4.76,17.24,40.37,Balcao,Marmoraria / Instalador,MAR-00226,SC,Sul,CIF (empresa entrega),0.52
108,PV-480048,2026-05-02 13:23:19,2026-05-02,PA-1011,1,59.5,67.73,0.1216,67.73,59.5,30.1,30.1,1.06,1.3,7.17,22.47,60.8,Balcao,Marmoraria / Instalador,MAR-00226,SC,Sul,CIF (empresa entrega),0.61
109,PV-480048,2026-05-02 13:23:19,2026-05-02,PA-1001,2,41.33,45.92,0.0999,91.84,82.66,22.4,44.8,2.16,2.64,10.07,28.27,85.3,Balcao,Marmoraria / Instalador,MAR-00226,SC,Sul,CIF (empresa entrega),1.24
110,PV-480048,2026-05-02 13:23:19,2026-05-02,RD-2010-01,1,142.38,157.24,0.0945,157.24,142.38,73.75,73.75,2.16,2.64,17.11,52.0,145.02,Balcao,Marmoraria / Instalador,MAR-00226,SC,Sul,CIF (empresa entrega),1.24
111,PV-480048,2026-05-02 13:23:19,2026-05-02,PA-1040,1,74.45,76.34,0.0247,76.34,74.45,34.7,34.7,1.15,1.41,8.95,31.06,75.86,Balcao,Marmoraria / Instalador,MAR-00226,SC,Sul,CIF (empresa entrega),0.66
112,PV-480048,2026-05-02 13:23:19,2026-05-02,SP-6001-01,1,142.64,158.17,0.0982,158.17,142.64,72.42,72.42,2.35,2.87,17.17,53.57,145.51,Balcao,Marmoraria / Instalador,MAR-00226,SC,Sul,CIF (empresa entrega),1.35
113,PV-480048,2026-05-02 13:23:19,2026-05-02,AC-8010,1,44.89,51.03,0.1204,51.03,44.89,18.9,18.9,1.57,1.92,5.52,20.82,46.81,Balcao,Marmoraria / Instalador,MAR-00226,SC,Sul,CIF (empresa entrega),0.9
114,PV-480026,2026-05-02 13:51:25,2026-05-02,AC-8002,2,148.38,156.0,0.0489,312.0,296.76,62.4,124.8,28.03,28.49,42.93,129.49,325.25,Balcao,Consumidor Final,CON-00987,SP,Sudeste,CIF (empresa entrega),4.2
115,PV-480026,2026-05-02 13:51:25,2026-05-02,PA-1010,2,61.88,61.88,0.0,123.76,123.76,27.5,55.0,7.34,7.46,17.32,51.56,131.22,Balcao,Consumidor Final,CON-00987,SP,Sudeste,CIF (empresa entrega),1.1
116,PV-480029,2026-05-02 14:02:25,2026-05-02,RD-2001,19,40.07,52.24,0.2329,992.56,761.33,24.3,461.7,60.41,70.94,98.21,211.95,832.27,Representante,Construtora,CON-00083,PR,Sul,CIF (empresa entrega),20.9
117,PV-480029,2026-05-02 14:02:25,2026-05-02,SP-6001-01,1,128.73,158.17,0.1861,158.17,128.73,72.42,72.42,3.9,4.58,15.73,41.26,133.31,Representante,Construtora,CON-00083,PR,Sul,CIF (empresa entrega),1.35
118,PV-480025,2026-05-02 14:11:45,2026-05-02,PA-1011,1,60.42,67.73,0.1079,67.73,60.42,30.1,30.1,2.63,2.81,8.35,22.15,63.23,Balcao,Marmoraria / Instalador,MAR-00184,SP,Sudeste,CIF (empresa entrega),0.61
119,PV-480025,2026-05-02 14:11:45,2026-05-02,RD-2020-01,2,38.77,41.76,0.0717,83.52,77.54,17.46,34.92,4.48,4.8,10.87,32.07,82.34,Balcao,Marmoraria / Instalador,MAR-00184,SP,Sudeste,CIF (empresa entrega),1.04
120,PV-480025,2026-05-02 14:11:45,2026-05-02,AC-8040,5,42.26,45.1,0.0629,225.5,211.3,16.4,82.0,14.0,14.99,29.87,100.42,226.29,Balcao,Marmoraria / Instalador,MAR-00184,SP,Sudeste,CIF (empresa entrega),3.25
121,PV-480025,2026-05-02 14:11:45,2026-05-02,AC-8010-01,1,39.67,45.63,0.1306,45.63,39.67,16.25,16.25,2.71,2.91,5.62,18.0,42.58,Balcao,Marmoraria / Instalador,MAR-00184,SP,Sudeste,CIF (empresa entrega),0.63
122,PV-480025,2026-05-02 14:11:45,2026-05-02,AC-8010,4,44.61,51.03,0.1258,204.12,178.44,18.9,75.6,15.51,16.6,25.75,78.18,195.04,Balcao,Marmoraria / Instalador,MAR-00184,SP,Sudeste,CIF (empresa entrega),3.6
123,PV-480025,2026-05-02 14:11:45,2026-05-02,PA-1030-01,1,48.8,52.5,0.0705,52.5,48.8,21.95,21.95,2.07,2.21,6.73,20.26,51.01,Balcao,Marmoraria / Instalador,MAR-00184,SP,Sudeste,CIF (empresa entrega),0.48
124,PV-480051,2026-05-02 14:16:09,2026-05-02,ND-3010,1,129.46,139.92,0.0747,139.92,129.46,58.3,58.3,54.77,55.84,21.87,50.36,185.3,Representante,Marmoraria / Instalador,MAR-00277,PR,Sul,CIF (empresa entrega),1.05
125,PV-480052,2026-05-02 14:17:45,2026-05-02,PA-1011,8,59.57,67.73,0.1204,541.84,476.56,30.1,240.8,15.79,17.72,58.33,179.36,494.28,Representante,Marmoraria / Instalador,MAR-00261,MG,Sudeste,CIF (empresa entrega),4.88
126,PV-480052,2026-05-02 14:17:45,2026-05-02,RD-2002,6,65.35,70.56,0.0739,423.36,392.1,33.6,201.6,30.08,33.77,50.25,143.94,425.87,Representante,Marmoraria / Instalador,MAR-00261,MG,Sudeste,CIF (empresa entrega),9.3
127,PV-480052,2026-05-02 14:17:45,2026-05-02,JD-4001,5,27.37,29.16,0.0613,145.8,136.85,11.9,59.5,4.53,5.08,16.75,61.15,141.93,Representante,Marmoraria / Instalador,MAR-00261,MG,Sudeste,CIF (empresa entrega),1.4
128,PV-480032,2026-05-02 14:41:51,2026-05-02,RD-2030-02,1,14.0,15.43,0.093,15.43,14.0,5.29,5.29,50.51,55.1,8.15,5.15,69.1,Representante,Marmoraria / Instalador,MAR-00235,MG,Sudeste,CIF (empresa entrega),0.08
129,PV-480017,2026-05-02 14:56:32,2026-05-02,PA-1030,1,43.61,45.08,0.0327,45.08,43.61,19.6,19.6,36.63,41.98,11.3,18.06,85.59,Televendas,Consumidor Final,CON-00895,SP,Sudeste,CIF (empresa entrega),0.48
130,PV-480007,2026-05-02 14:59:48,2026-05-02,AC-8030,1,51.91,53.16,0.0236,53.16,51.91,21.7,21.7,54.5,66.05,13.92,27.84,117.96,E-commerce,Consumidor Final,CON-00696,PR,Sul,CIF (empresa entrega),0.32
131,PV-480050,2026-05-02 15:01:45,2026-05-02,PA-1002,8,50.57,63.6,0.2049,508.8,404.56,31.8,254.4,9.2,0.0,53.4,87.56,404.56,Representante,Construtora,CON-00008,SP,Sudeste,CIF (empresa entrega),7.52
132,PV-480050,2026-05-02 15:01:45,2026-05-02,SP-6001,6,98.99,122.64,0.1929,735.84,593.94,58.4,350.4,9.91,0.0,78.4,155.23,593.94,Representante,Construtora,CON-00008,SP,Sudeste,CIF (empresa entrega),8.1
133,PV-480050,2026-05-02 15:01:45,2026-05-02,AC-8040,8,37.16,45.1,0.176,360.8,297.28,16.4,131.2,6.36,0.0,39.24,120.48,297.28,Representante,Construtora,CON-00008,SP,Sudeste,CIF (empresa entrega),5.2
134,PV-480050,2026-05-02 15:01:45,2026-05-02,PA-1011,3,56.52,67.73,0.1655,203.19,169.56,30.1,90.3,2.24,0.0,22.38,54.64,169.56,Representante,Construtora,CON-00008,SP,Sudeste,CIF (empresa entrega),1.83
135,PV-480050,2026-05-02 15:01:45,2026-05-02,PA-1001,7,37.55,45.92,0.1823,321.44,262.85,22.4,156.8,5.31,0.0,34.7,66.04,262.85,Representante,Construtora,CON-00008,SP,Sudeste,CIF (empresa entrega),4.34
136,PV-480050,2026-05-02 15:01:45,2026-05-02,RD-2030-01,8,11.51,13.93,0.1737,111.44,92.08,4.96,39.68,0.78,0.0,12.15,39.47,92.08,Representante,Construtora,CON-00008,SP,Sudeste,CIF (empresa entrega),0.64
137,PV-480050,2026-05-02 15:01:45,2026-05-02,JD-4002,5,81.37,104.16,0.2188,520.8,406.85,49.6,248.0,5.38,0.0,53.7,99.77,406.85,Representante,Construtora,CON-00008,SP,Sudeste,CIF (empresa entrega),4.4
138,PV-480034,2026-05-02 15:03:33,2026-05-02,AC-8002,6,138.17,156.0,0.1143,936.0,829.02,62.4,374.4,29.72,33.08,113.8,344.18,862.1,Televendas,Marmoraria / Instalador,MAR-00311,SP,Sudeste,CIF (empresa entrega),12.6
139,PV-480034,2026-05-02 15:03:33,2026-05-02,PA-1040,2,70.36,76.34,0.0783,152.68,140.72,34.7,69.4,3.11,3.47,19.03,52.65,144.19,Televendas,Marmoraria / Instalador,MAR-00311,SP,Sudeste,CIF (empresa entrega),1.32
140,PV-480034,2026-05-02 15:03:33,2026-05-02,PX-7001,1,151.58,162.67,0.0682,162.67,151.58,72.3,72.3,3.35,3.73,20.5,59.16,155.31,Televendas,Marmoraria / Instalador,MAR-00311,SP,Sudeste,CIF (empresa entrega),1.42
141,PV-480041,2026-05-02 15:27:19,2026-05-02,RD-2020-01,1,39.85,41.76,0.0458,41.76,39.85,17.46,17.46,32.5,33.16,8.62,14.43,73.01,E-commerce,Consumidor Final,CON-00504,RS,Sul,CIF (empresa entrega),0.52
142,PV-480041,2026-05-02 15:27:19,2026-05-02,PA-1011-04,1,102.56,105.26,0.0257,105.26,102.56,40.33,40.33,38.12,38.89,16.69,46.31,141.45,E-commerce,Consumidor Final,CON-00504,RS,Sul,CIF (empresa entrega),0.61
143,PV-480018,2026-05-02 16:07:40,2026-05-02,SP-6002,1,167.77,172.4,0.0269,172.4,167.77,86.2,86.2,42.84,44.45,25.04,58.14,212.22,E-commerce,Consumidor Final,CON-01371,PR,Sul,CIF (empresa entrega),2.05
144,PV-480018,2026-05-02 16:07:40,2026-05-02,PA-1002-03,1,90.63,92.6,0.0213,92.6,90.63,41.34,41.34,19.64,20.38,13.1,36.93,111.01,E-commerce,Consumidor Final,CON-01371,PR,Sul,CIF (empresa entrega),0.94
145,PV-480009,2026-05-02 16:08:36,2026-05-02,RG-5001,1,236.9,241.9,0.0207,241.9,236.9,118.0,118.0,36.83,43.27,33.06,92.28,280.17,Balcao,Consumidor Final,CON-01224,RJ,Sudeste,CIF (empresa entrega),1.85
146,PV-480009,2026-05-02 16:08:36,2026-05-02,PA-1011,1,67.73,67.73,0.0,67.73,67.73,30.1,30.1,12.14,14.27,9.68,30.08,82.0,Balcao,Consumidor Final,CON-01224,RJ,Sudeste,CIF (empresa entrega),0.61
147,PV-480009,2026-05-02 16:08:36,2026-05-02,PA-1040,1,76.34,76.34,0.0,76.34,76.34,34.7,34.7,13.14,15.44,10.83,33.11,91.78,Balcao,Consumidor Final,CON-01224,RJ,Sudeste,CIF (empresa entrega),0.66
148,PV-480031,2026-05-02 16:09:36,2026-05-02,SP-6002-01,5,174.87,222.33,0.2134,1111.65,874.35,106.89,534.45,0.0,0.0,115.41,224.49,874.35,Balcao,Revenda / Distribuidor,REV-00022,SP,Sudeste,FOB (cliente retira/contrata),10.25
149,PV-480031,2026-05-02 16:09:36,2026-05-02,PA-1050-02,3,116.22,143.04,0.1875,429.12,348.66,56.36,169.08,0.0,0.0,46.02,133.56,348.66,Balcao,Revenda / Distribuidor,REV-00022,SP,Sudeste,FOB (cliente retira/contrata),2.13
150,PV-480031,2026-05-02 16:09:36,2026-05-02,RG-5001,3,204.57,241.9,0.1543,725.7,613.71,118.0,354.0,0.0,0.0,81.01,178.7,613.71,Balcao,Revenda / Distribuidor,REV-00022,SP,Sudeste,FOB (cliente retira/contrata),5.55
151,PV-480031,2026-05-02 16:09:36,2026-05-02,JD-4002,9,83.79,104.16,0.1956,937.44,754.11,49.6,446.4,0.0,0.0,99.54,208.17,754.11,Balcao,Revenda / Distribuidor,REV-00022,SP,Sudeste,FOB (cliente retira/contrata),7.92
152,PV-480031,2026-05-02 16:09:36,2026-05-02,AC-8002,15,121.65,156.0,0.2202,2340.0,1824.75,62.4,936.0,0.0,0.0,240.87,647.88,1824.75,Balcao,Revenda / Distribuidor,REV-00022,SP,Sudeste,FOB (cliente retira/contrata),31.5
153,PV-480036,2026-05-02 16:17:14,2026-05-02,PA-1002,1,57.52,63.6,0.0957,63.6,57.52,31.8,31.8,13.67,14.53,8.5,18.08,72.05,Balcao,Marmoraria / Instalador,MAR-00170,RJ,Sudeste,CIF (empresa entrega),0.94
154,PV-480036,2026-05-02 16:17:14,2026-05-02,PX-7001,2,149.86,162.67,0.0787,325.34,299.72,72.3,144.6,41.3,43.88,40.54,117.16,343.6,Balcao,Marmoraria / Instalador,MAR-00170,RJ,Sudeste,CIF (empresa entrega),2.84
155,PV-480020,2026-05-02 16:37:35,2026-05-02,RD-2030-01,3,11.6,13.93,0.1671,41.79,34.8,4.96,14.88,0.0,0.0,4.59,15.33,34.8,Televendas,Construtora,CON-00057,SP,Sudeste,FOB (cliente retira/contrata),0.24
156,PV-480020,2026-05-02 16:37:35,2026-05-02,PA-1002,5,51.89,63.6,0.184,318.0,259.45,31.8,159.0,0.0,0.0,34.25,66.2,259.45,Televendas,Construtora,CON-00057,SP,Sudeste,FOB (cliente retira/contrata),4.7
157,PV-480020,2026-05-02 16:37:35,2026-05-02,AC-8040,9,37.26,45.1,0.1739,405.9,335.34,16.4,147.6,0.0,0.0,44.26,143.48,335.34,Televendas,Construtora,CON-00057,SP,Sudeste,FOB (cliente retira/contrata),5.85
158,PV-480020,2026-05-02 16:37:35,2026-05-02,AC-8020,10,82.31,97.9,0.1592,979.0,823.1,44.5,445.0,0.0,0.0,108.65,269.45,823.1,Televendas,Construtora,CON-00057,SP,Sudeste,FOB (cliente retira/contrata),10.5
159,PV-480020,2026-05-02 16:37:35,2026-05-02,PA-1002-01,4,60.01,74.09,0.1901,296.36,240.04,35.62,142.48,0.0,0.0,31.69,65.87,240.04,Televendas,Construtora,CON-00057,SP,Sudeste,FOB (cliente retira/contrata),3.76
160,PV-480020,2026-05-02 16:37:35,2026-05-02,RG-5020,5,87.16,107.64,0.1903,538.2,435.8,46.8,234.0,0.0,0.0,57.53,144.27,435.8,Televendas,Construtora,CON-00057,SP,Sudeste,FOB (cliente retira/contrata),3.6
161,PV-480020,2026-05-02 16:37:35,2026-05-02,PA-1001-01,1,45.58,53.49,0.1479,53.49,45.58,25.09,25.09,0.0,0.0,6.02,14.47,45.58,Televendas,Construtora,CON-00057,SP,Sudeste,FOB (cliente retira/contrata),0.62
162,PV-480020,2026-05-02 16:37:35,2026-05-02,PX-7002,7,149.69,187.45,0.2014,1312.15,1047.83,81.5,570.5,0.0,0.0,138.31,339.02,1047.83,Televendas,Construtora,CON-00057,SP,Sudeste,FOB (cliente retira/contrata),10.85
163,PV-480020,2026-05-02 16:37:35,2026-05-02,AC-8002,1,128.74,156.0,0.1747,156.0,128.74,62.4,62.4,0.0,0.0,16.99,49.35,128.74,Televendas,Construtora,CON-00057,SP,Sudeste,FOB (cliente retira/contrata),2.1
164,PV-480021,2026-05-02 16:37:42,2026-05-02,AC-8040,1,40.2,45.1,0.1087,45.1,40.2,16.4,16.4,8.88,10.17,6.65,18.44,50.37,Televendas,Marmoraria / Instalador,MAR-00292,SP,Sudeste,CIF (empresa entrega),0.65
165,PV-480021,2026-05-02 16:37:42,2026-05-02,AC-8001,2,86.25,98.43,0.1238,196.86,172.5,38.6,77.2,32.81,37.53,27.72,72.3,210.03,Televendas,Marmoraria / Instalador,MAR-00292,SP,Sudeste,CIF (empresa entrega),2.4
166,PV-480010,2026-05-02 16:56:20,2026-05-02,AC-8002,1,149.2,156.0,0.0436,156.0,149.2,62.4,62.4,66.77,78.78,26.9,71.91,227.98,E-commerce,Consumidor Final,CON-01139,CE,Nordeste,CIF (empresa entrega),2.1
167,PV-480010,2026-05-02 16:56:20,2026-05-02,AC-8001,1,95.54,98.43,0.0294,98.43,95.54,38.6,38.6,38.15,45.01,16.58,47.22,140.55,E-commerce,Consumidor Final,CON-01139,CE,Nordeste,CIF (empresa entrega),1.2
168,PV-480023,2026-05-02 17:27:50,2026-05-02,AC-8020-01,1,79.21,87.56,0.0954,87.56,79.21,38.27,38.27,6.26,7.02,10.18,31.52,86.23,Representante,Marmoraria / Instalador,MAR-00036,MG,Sudeste,CIF (empresa entrega),0.735
169,PV-480023,2026-05-02 17:27:50,2026-05-02,AC-8001,3,88.73,98.43,0.0985,295.29,266.19,38.6,115.8,30.67,34.36,35.46,118.62,300.55,Representante,Marmoraria / Instalador,MAR-00036,MG,Sudeste,CIF (empresa entrega),3.6
170,PV-480023,2026-05-02 17:27:50,2026-05-02,AC-8010-01,1,42.29,45.63,0.0732,45.63,42.29,16.25,16.25,5.37,6.01,5.7,20.98,48.3,Representante,Marmoraria / Instalador,MAR-00036,MG,Sudeste,CIF (empresa entrega),0.63
171,PV-480023,2026-05-02 17:27:50,2026-05-02,PA-1011,2,63.06,67.73,0.069,135.46,126.12,30.1,60.2,10.4,11.65,16.26,50.91,137.77,Representante,Marmoraria / Instalador,MAR-00036,MG,Sudeste,CIF (empresa entrega),1.22
172,PV-480028,2026-05-02 17:30:12,2026-05-02,PX-7002-01,1,214.44,214.44,0.0,214.44,214.44,89.65,89.65,36.91,38.9,33.44,93.34,253.34,E-commerce,Consumidor Final,CON-01268,SP,Sudeste,CIF (empresa entrega),1.55
173,PV-480013,2026-05-02 17:31:48,2026-05-02,SP-6002,1,157.01,172.4,0.0893,172.4,157.01,86.2,86.2,13.43,15.65,22.79,50.24,172.66,Representante,Marmoraria / Instalador,MAR-00041,SP,Sudeste,CIF (empresa entrega),2.05
174,PV-480013,2026-05-02 17:31:48,2026-05-02,PA-1002,1,57.04,63.6,0.1032,63.6,57.04,31.8,31.8,6.16,7.18,8.48,17.78,64.22,Representante,Marmoraria / Instalador,MAR-00041,SP,Sudeste,CIF (empresa entrega),0.94
175,PV-480013,2026-05-02 17:31:48,2026-05-02,JD-4001,11,27.6,29.16,0.0535,320.76,303.6,11.9,130.9,20.17,23.51,43.18,132.86,327.11,Representante,Marmoraria / Instalador,MAR-00041,SP,Sudeste,CIF (empresa entrega),3.08
176,PV-480043,2026-05-02 17:36:29,2026-05-02,RD-2001,4,42.28,52.24,0.1907,208.96,169.12,24.3,97.2,13.32,13.51,24.11,48.0,182.63,Representante,Revenda / Distribuidor,REV-00034,SP,Sudeste,CIF (empresa entrega),4.4
177,PV-480043,2026-05-02 17:36:29,2026-05-02,RD-2020-01,9,32.9,41.76,0.2123,375.84,296.1,17.46,157.14,14.17,14.37,40.98,98.18,310.47,Representante,Revenda / Distribuidor,REV-00034,SP,Sudeste,CIF (empresa entrega),4.68
178,PV-480043,2026-05-02 17:36:29,2026-05-02,PA-1040,1,63.16,76.34,0.1727,76.34,63.16,34.7,34.7,2.0,2.03,8.61,19.88,65.19,Representante,Revenda / Distribuidor,REV-00034,SP,Sudeste,CIF (empresa entrega),0.66
179,PV-480043,2026-05-02 17:36:29,2026-05-02,RD-2001-01,3,49.75,64.11,0.224,192.33,149.25,28.67,86.01,9.99,10.13,21.04,42.34,159.38,Representante,Revenda / Distribuidor,REV-00034,SP,Sudeste,CIF (empresa entrega),3.3
180,PV-480040,2026-05-02 17:38:22,2026-05-02,PA-1011,2,62.07,67.73,0.0836,135.46,124.14,30.1,60.2,12.79,13.1,18.12,46.13,137.24,Balcao,Marmoraria / Instalador,MAR-00064,SP,Sudeste,CIF (empresa entrega),1.22
181,PV-480040,2026-05-02 17:38:22,2026-05-02,PA-1002,1,58.68,63.6,0.0773,63.6,58.68,31.8,31.8,9.86,10.09,9.08,18.03,68.77,Balcao,Marmoraria / Instalador,MAR-00064,SP,Sudeste,CIF (empresa entrega),0.94
182,PV-480040,2026-05-02 17:38:22,2026-05-02,JD-4001,6,27.43,29.16,0.0593,174.96,164.58,11.9,71.4,17.61,18.04,24.11,69.5,182.62,Balcao,Marmoraria / Instalador,MAR-00064,SP,Sudeste,CIF (empresa entrega),1.68
183,PV-480033,2026-05-02 23:55:57,2026-05-02,PA-1020-02,1,106.8,107.64,0.0078,107.64,106.8,47.46,47.46,0.0,0.0,12.6,46.74,106.8,E-commerce,Consumidor Final,CON-00084,GO,Centro-Oeste,FOB (cliente retira/contrata),0.78
184,PV-480033,2026-05-02 23:55:57,2026-05-02,PA-1040,2,73.98,76.34,0.0309,152.68,147.96,34.7,69.4,0.0,0.0,17.46,61.1,147.96,E-commerce,Consumidor Final,CON-00084,GO,Centro-Oeste,FOB (cliente retira/contrata),1.32
185,PV-480134,2026-05-04 05:41:12,2026-05-04,JD-4001,3,26.9,29.16,0.0773,87.48,80.7,11.9,35.7,12.59,15.0,11.29,36.12,95.7,E-commerce,Marmoraria / Instalador,MAR-00008,BA,Nordeste,CIF (empresa entrega),0.84
186,PV-480134,2026-05-04 05:41:12,2026-05-04,PX-7002-01,1,192.24,214.44,0.1035,214.44,192.24,89.65,89.65,23.23,27.68,25.95,81.09,219.92,E-commerce,Marmoraria / Instalador,MAR-00008,BA,Nordeste,CIF (empresa entrega),1.55
187,PV-480134,2026-05-04 05:41:12,2026-05-04,RG-5003-02,1,519.73,563.37,0.0775,563.37,519.73,260.82,260.82,46.45,55.35,67.86,199.95,575.08,E-commerce,Marmoraria / Instalador,MAR-00008,BA,Nordeste,CIF (empresa entrega),3.1
188,PV-480152,2026-05-04 07:04:52,2026-05-04,RD-2030-01,1,13.67,13.93,0.0185,13.93,13.67,4.96,4.96,56.56,61.36,8.85,4.66,75.03,E-commerce,Consumidor Final,CON-00626,RJ,Sudeste,CIF (empresa entrega),0.08
189,PV-480079,2026-05-04 07:34:00,2026-05-04,PA-1001-01,1,49.12,53.49,0.0816,53.49,49.12,25.09,25.09,0.0,0.0,6.48,17.55,49.12,E-commerce,Marmoraria / Instalador,MAR-00009,SP,Sudeste,FOB (cliente retira/contrata),0.62
190,PV-480079,2026-05-04 07:34:00,2026-05-04,PA-1002,2,56.6,63.6,0.1101,127.2,113.2,31.8,63.6,0.0,0.0,14.94,34.66,113.2,E-commerce,Marmoraria / Instalador,MAR-00009,SP,Sudeste,FOB (cliente retira/contrata),1.88
191,PV-480079,2026-05-04 07:34:00,2026-05-04,SP-6002,1,158.2,172.4,0.0824,172.4,158.2,86.2,86.2,0.0,0.0,20.88,51.12,158.2,E-commerce,Marmoraria / Instalador,MAR-00009,SP,Sudeste,FOB (cliente retira/contrata),2.05
192,PV-480079,2026-05-04 07:34:00,2026-05-04,ND-3010,1,127.02,139.92,0.0922,139.92,127.02,58.3,58.3,0.0,0.0,16.77,51.95,127.02,E-commerce,Marmoraria / Instalador,MAR-00009,SP,Sudeste,FOB (cliente retira/contrata),1.05
193,PV-480079,2026-05-04 07:34:00,2026-05-04,RD-2001-02,1,64.09,71.1,0.0985,71.1,64.09,30.62,30.62,0.0,0.0,8.46,25.01,64.09,E-commerce,Marmoraria / Instalador,MAR-00009,SP,Sudeste,FOB (cliente retira/contrata),1.1
194,PV-480079,2026-05-04 07:34:00,2026-05-04,PA-1020-01,1,88.02,95.16,0.075,95.16,88.02,43.57,43.57,0.0,0.0,11.62,32.83,88.02,E-commerce,Marmoraria / Instalador,MAR-00009,SP,Sudeste,FOB (cliente retira/contrata),0.78
195,PV-480068,2026-05-04 08:27:00,2026-05-04,RD-2030-01,1,13.61,13.93,0.023,13.93,13.61,4.96,4.96,5.85,6.94,2.42,7.32,20.55,Balcao,Consumidor Final,CON-00150,MG,Sudeste,CIF (empresa entrega),0.08
196,PV-480068,2026-05-04 08:27:00,2026-05-04,RD-2030,1,10.59,11.34,0.0658,11.34,10.59,4.2,4.2,5.85,6.94,2.07,5.41,17.53,Balcao,Consumidor Final,CON-00150,MG,Sudeste,CIF (empresa entrega),0.08
197,PV-480068,2026-05-04 08:27:00,2026-05-04,PA-1010-01,1,67.96,72.07,0.057,72.07,67.96,30.8,30.8,40.23,47.7,13.65,30.98,115.66,Balcao,Consumidor Final,CON-00150,MG,Sudeste,CIF (empresa entrega),0.55
198,PV-480097,2026-05-04 08:35:45,2026-05-04,AC-8030,2,49.31,53.16,0.0724,106.32,98.62,21.7,43.4,14.05,15.96,13.52,43.61,114.58,E-commerce,Marmoraria / Instalador,MAR-00060,GO,Centro-Oeste,CIF (empresa entrega),0.64
199,PV-480097,2026-05-04 08:35:45,2026-05-04,PX-7001,2,150.82,162.67,0.0729,325.34,301.64,72.3,144.6,62.32,70.83,43.95,121.6,372.47,E-commerce,Marmoraria / Instalador,MAR-00060,GO,Centro-Oeste,CIF (empresa entrega),2.84
200,PV-480112,2026-05-04 08:40:01,2026-05-04,PA-1001-03,10,53.24,66.86,0.2038,668.6,532.4,29.12,291.2,0.0,0.0,62.82,178.38,532.4,Televendas,Revenda / Distribuidor,REV-00036,BA,Nordeste,FOB (cliente retira/contrata),6.2
201,PV-480112,2026-05-04 08:40:01,2026-05-04,AC-8010,3,40.07,51.03,0.2148,153.09,120.21,18.9,56.7,0.0,0.0,14.18,49.33,120.21,Televendas,Revenda / Distribuidor,REV-00036,BA,Nordeste,FOB (cliente retira/contrata),2.7
202,PV-480112,2026-05-04 08:40:01,2026-05-04,AC-8001,9,74.0,98.43,0.2482,885.87,666.0,38.6,347.4,0.0,0.0,78.59,240.01,666.0,Televendas,Revenda / Distribuidor,REV-00036,BA,Nordeste,FOB (cliente retira/contrata),10.8
203,PV-480112,2026-05-04 08:40:01,2026-05-04,SP-6001,4,96.05,122.64,0.2168,490.56,384.2,58.4,233.6,0.0,0.0,45.34,105.26,384.2,Televendas,Revenda / Distribuidor,REV-00036,BA,Nordeste,FOB (cliente retira/contrata),5.4
204,PV-480112,2026-05-04 08:40:01,2026-05-04,PA-1010-01,4,56.17,72.07,0.2206,288.28,224.68,30.8,123.2,0.0,0.0,26.51,74.97,224.68,Televendas,Revenda / Distribuidor,REV-00036,BA,Nordeste,FOB (cliente retira/contrata),2.2
205,PV-480112,2026-05-04 08:40:01,2026-05-04,AC-8001-01,8,69.61,88.05,0.2095,704.4,556.88,33.2,265.6,0.0,0.0,65.71,225.57,556.88,Televendas,Revenda / Distribuidor,REV-00036,BA,Nordeste,FOB (cliente retira/contrata),6.72
206,PV-480123,2026-05-04 09:00:02,2026-05-04,RG-5002,2,258.27,311.6,0.1712,623.2,516.54,152.0,304.0,7.45,0.0,68.18,136.91,516.54,Balcao,Construtora,CON-00054,SP,Sudeste,CIF (empresa entrega),4.9
207,PV-480123,2026-05-04 09:00:02,2026-05-04,RD-2030,17,9.99,11.34,0.1194,192.78,169.83,4.2,71.4,2.07,0.0,22.42,73.94,169.83,Balcao,Construtora,CON-00054,SP,Sudeste,CIF (empresa entrega),1.36
208,PV-480123,2026-05-04 09:00:02,2026-05-04,SP-6002,5,137.4,172.4,0.203,862.0,687.0,86.2,431.0,15.58,0.0,90.68,149.74,687.0,Balcao,Construtora,CON-00054,SP,Sudeste,CIF (empresa entrega),10.25
209,PV-480123,2026-05-04 09:00:02,2026-05-04,RG-5010,2,360.09,417.3,0.1371,834.6,720.18,214.0,428.0,10.94,0.0,95.06,186.18,720.18,Balcao,Construtora,CON-00054,SP,Sudeste,CIF (empresa entrega),7.2
